Comment,Category,Keyword
"NÃO AVALIAREI ATÉ A PRESENTA DATA, POIS NÃO RECEBI O PRODUTO.",Logística,recebimento
o produto veio pela metade e veio outro produto,Pedido Errado,produto diferente
Comprei 14 unidades e recebi somente 9. Ainda não foi resolvida a questão.,Pedido Errado,quantidade
"Eu cancelei a compra, estou esperando a devolução do valor conforme o e-mail recebido.",Atendimento,devolução
Recebi o produto no prazo mas solicitei o cancelamento pois a mercadoria veio com defeito.,Qualidade,defeito
"produto veio quebrado e, ao tentar trocar, foi simplesmente impossível pelo site da baratheon, enviei e-mails que não foram retornados e, por fim, paguei por algo que não usarei.",Qualidade,avaria
"Não chegou no prazo, e não tem data para a entrega. Já pedi o cancelamento. Quero reembolso.",Atendimento,financeiro
nao recebi o produto que ja paguei ! nao recomendo a compra nesse site.,Logística,recebimento
"Nao foi entregue e no status esta como ja foi entregue, quero o meu produto!!!",Logística,status entrega
"Boa tarde, Comprei o produto pelo seu formato arredondado nas pontas e me foi entregue três caixas quadradas com as pontas diferentes do anunciado. Ou seja, fui enganada. Exijo retorno",Qualidade,divergência
Comprei dois frascos de vitaminas e recebi apenas um,Pedido Errado,quantidade
Comprei um produto e foi entregue outro de valor correspondente a aproximadamente metade do valor do produto que eu havia comprado.,Pedido Errado,produto diferente
As lentes estao com defeito nao sei se a cx toda,Qualidade,defeito
"comprei 2 caixas do xtramaster,só mandaram 1,talvez tenha confundido é o que eu espero que tenha acontecido e enviei a outra caixa. Estou aguardando",Logística,espera
Comprei 2 pendentes e só me entregaram 1,Logística,entrega
"Fiquei bem chateado, estalou esperando meu produto até agora e fico sabendo que está em cancelamento do pedido. Queria muito o produto é agora estou triste e com uma má impressão da loja!",Atendimento,cancelamento
"O PRODUTO É DE PÉSSIMA QUALIDADE. DEVERIAM COLOCAR NA DESCRIÇÃO Q SE TRATAVA DE UM RÉPLICA. SEM CONDIÇÕES DE PRESENTEAR ALGUÉM COM AQUILO. HORRÍVEL. PAGUEI MAIS DE R$ 80 EM BRINQUEDO DE LOJAS DE 1,99",Qualidade,falsificação
Além de demorar muito na entrega ainda veio errado.,Pedido Errado,produto errado
"SRS, O PRODUTO ENVIADO É FALSO, NÃO É ORIGINAL LG. TRATA-SE DE PRODUTO PIRATA / CHING LING. SOLICITO TROCA POR ORIGINAL.",Qualidade,falsificação
"venho outro modelo de relógio casio, diferente do relógio que comprei.",Pedido Errado,produto diferente
"estou desapontado, já paguei ao stark 2 parcelas e não recebi o produto .",Logística,recebimento
"Ontem, dia 04/Abril, recebi apenas 01 cuba das 04 unidades compradas. Ainda falta receber mais 03. Espero que tenha sido um erro não ter recebido o pedido integralmente numa única entrega.",Pedido Errado,quantidade
AINDA NÃO RECEBI O Nitro Hard 2300g Chocolate - Integralmédica E TAMBÉM NÃO RECEBI O BCCAA DA MESMA MARCA,Logística,recebimento
nao recebi meu produto e nem uma posição sobre o mesmo,Logística,recebimento
ainda não recebi o produto. ninguém entrou em contato. NÃo recomendo a ninguém . sou cliente baratheon mt tempo primeira vez que acontece essa situação.,Atendimento,contato
Como devo proceder para ser ressarcida?,Outros,análise inconclusiva
não compro mais dessa parceira do baratheon fazer 30 dias que comprei nem a nota fiscal foi emitida ainda.,Outros,comprei
Até o momento não recebi o produto então não tenho nada a opinar.,Logística,recebimento
Nso entregou todos os produtos,Outros,análise inconclusiva
O produto demorou demais pra ser entregue.. um mês! A embalagem não é a do produto e sim de outro modelo. Ou seja parecia produto de mostruário réplica O relógio veio configurado hora e outras funç,Pedido Errado,produto diferente
Estão faltando duas garrafas de vinho!!! A compra foram 6 e só veio 4. Tomem providências Atenciosamemte,Pedido Errado,faltando
Ainda aguardando. Prometeram entregar esta semana.  Na verdade em comprei em 7 de Março e nao de abril.,Logística,entrega
"Boa noite, o produto ainda não foi entregue pelos correios. Acredito que a empresa deveria acompanhar essa entrega, visto que o prazo era longo e não foi cumprido. Aguardo algum retorno",Pedido Errado,cor
Produto não entregue = consumidor insatisfeito. Preciso de retorno do stark se o produto ainda será entregue ou não.,Logística,status entrega
"Produto não entregue no prazo e nenhuma satisfação nem do vendedor e nem só site, um absurdo pois já paguei a fatura do cartão e meu produto não chegou ainda, estou precisando do mesmo, insatisfeito.",Atendimento,vendedor
Fiz o pedido de uma referência porém chegou outra. Estou com dificuldade de resolver o problema.,Logística,chegada
"Não tinha o produto em estoque e deixam disponível no site, agora tem que passar pelo transtorno de aguardar reembolso do valor.",Atendimento,financeiro
pena que é muito pouco o produto e o frete é muito caro,Logística,frete
comprei tapetes para meu carro e chegou uma capa para pneu do CrossFox... e até agora não tive nenhuma resposta do vendedor,Atendimento,vendedor
Minha mercadoria nao chegou ainda,Logística,chegada
"Péssima qualidade, mais fácil ter comprado na 25, brinquedo descartável.",Outros,análise inconclusiva
"Qualidade horrível, cor totalmente diferente da propaganda que mostra e fala. Fui obrigada a dar 1 estrela se nao, não enviaria a avaliação. Mais a nota de tudo é zero estrelas, zero em tudo",Pedido Errado,cor
"lOJA PESSIMA, PAGUEI PELO FRETE E NÃO RECEBI A COMPRA, LIGUEI E NÃO OBTIVE NENHUMA EXPLICAÇÃO, TIVE QUE PAGAR UM NOVO FRETE PARTICULAR E AUTORIZAR UMA PESSOA IR ATE OS CORREIOS BUSCAR PRA MIM ABSURDO",Pedido Errado,cor
"faltou 3 unidades do que comprei, preciso saber o que houve.",Pedido Errado,faltou
Até o momento não recebi o produto nem nada que justificasse tal atraso.,Logística,atraso
"Estou insatisfeito, pois ainda não recebi meu produto e também a central da lannister informa que esta sempre lotada de ligações e que não pode atender.",Qualidade,defeito
Foi cancelado a compra antes da emissão de nota fiscal e mesmo assim entregaram o produto sem efetivar o cancelamento solicitado.,Atendimento,cancelamento
O produto consta como entregue mas nao recebi,Logística,status entrega
O título do produto e claro que o agitador da lavadora é o original e esse se trata de uma peça paralela feita por outra empresa de qualidade muito inferior.Irei tomar as medidas legais cabíveis.,Qualidade,qualidade
A loja vende um produto muito caro mas a qualidade é péssima,Outros,loja
"Pessimo atendimento, estou tentando cancelar a compra desde minutos depois de ter efetuado devido a propaganda induzir ao erro fazendo alusão a um produto original e nao estou conseguindo.",Qualidade,qualidade
"O meu produto veio erradi, não foi o que eu pedi, e não estou conseguindo solicitar a troca",Outros,análise inconclusiva
Parceiro targaryen não recomendado. Produto veio errado e devolução demorada para ser resolvida. Mais de 30 dias sem solução.,Pedido Errado,produto errado
"Até o momento, recebi apenas 1 dos cartuchos, e no pedido foi feito 2 . Estou aguardando a achegado do segundo cartucho , até o momento nada",Logística,recebimento
Péssima mercadoria uma das tesouras veio impenada e cega. Não devolverei pois sei que será um processo demorado. Ficarei porém muito insatisfeito!,Atendimento,devolução
Uma palhaçada. Nunca mais compro nessa loja,Outros,loja
Bom dia   Comprei 5 cadeiras e só recebi 4. Preciso saber como será meu reembolso de 1 cadeira.,Atendimento,financeiro
Recebi produto errado e não consigo retorno da loja! Continuo sem meu produto!,Pedido Errado,produto errado
"não estou entendendo porque meu pedido ainda não chegou, sempre comprei pela internet e isso nunca aconteceu",Logística,chegada
Não cumprem os ´prazos e ignoram a expectativa do cliente. Falta profissionalismo. Impossível recomendar.....,Logística,prazo
"Comprei 2 combos , com 12 unidades , num total de 24 caixas. Efetuei o pagamento de 633,00 à vista. Compreendi que devido à greve , ocorressem atrasos, mas infelizmente chegou um combo com 11 caixas.",Pedido Errado,quantidade
Estou muito de saco cheio minhas cortinas não foram entregues até agora ..dia 22/05/2017 recebi um comunicado que minha área de entrega era área de risco ..mas isso pq eu fui atrás para saber .,Pedido Errado,cor
nenhum comunicado foi me passado.,Outros,análise inconclusiva
"Fiz o pedido a mais de um mês, não chegou se quer a nota fiscal eles emitiram! Não deram uma satisfação! Péssimo!",Qualidade,qualidade
"A qualidade poderia ser bem melhor,e a cor não é tão bonita quanto na imagem",Pedido Errado,cor
Não recebi o produto e até o momento não obtivemos retorno em relação a devolução da fatura e pagamento,Atendimento,devolução
"O produto não foi entregue, nem me deram satisfação após a reclamação da demora.",Logística,atraso
Enviei e-mail ontem e estou aguardando p/ ver o procedimento p/ fazer devolução. Entrei em contato com o responsável da nota e o mesmo diz que mandaria uma resistência para fazermos a troca. Incorreto,Pedido Errado,cor
Comprei um bag para guitarra e ainda não recebi. A última informação que recebi foi de que tinha acontecido um imprevisto e ate agora nao recebi. com a enttega,Logística,recebimento
Meu pedido foi de 2 produtos. Dois lençóis casal com elástico. Porém no ato da entrega recebi apenas um deles. Solicito que seja verificado pois paguei pelos dois.,Pedido Errado,quantidade
"Não recebi o produto que desejava. Estou no aguardo do reembolso.  O atendimento foi tão ruim, quem nem emitiram not",Qualidade,qualidade
nao recomendo pq nem se quer me perguntaram a cor dos ursinhos na hora da comprar cliquei no rosa e veio azul .e agora dinheiro posto fora pois estou gravida de menina,Pedido Errado,cor
já gostei muito dessa sait agora não indico mais,Outros,análise inconclusiva
Comprei dois produtos e recebi um. Insatisfeita com a compra. Nunca aconteceu isso comigo.,Logística,recebimento
Realizei dois pedidos na mesma compra. No site já consta como entregue mas ainda não foi recebi um dos produtos.,Logística,status entrega
Eu comprei 2 itens mas só chegou 1! E estou pagando por 2!,Logística,chegada
Não recebi o produto até o momento. Estou no aguardo de um retorno,Logística,recebimento
"QUERO MEU DINHEIRO DE VOLTA, O PRODUTO NÃO FOI ENTREGUE! QUERO A DEVOLUÇÃO DO MEU DINHEIRO....",Atendimento,financeiro
Não entregam os produtos comprados!!! Não tem respeito com o cliente.,Logística,entrega
não gostei do acabamento produto de péssima qualidade,Qualidade,acabamento
"recebi um email das lannister informando que haviam problemas na distribuicao, e agora outro perguntando se recebi a compra o que ate o momento nao aconteceu, nao sei o que aconteceu ou a que atribu",Pedido Errado,produto diferente
"Película veio quebrada,comprei pela Lojas lannister.E agora é o parceiro que é responsável?  Comprei pela lojas lannister e é ela que tem que ser responsável não comprei com parceiro e nem o conhe",Outros,loja
Faltou item descrito Me ligue 34 99978 4951,Pedido Errado,faltou
"Produto muito inferior ao que é apresentado na foto e descrição,não gostei e fiz a troca.",Qualidade,qualidade
"o produto não fuciona,quero trocar ou devolva o dinheiro",Atendimento,financeiro
Não é possível avaliar o produto pois o produto foi roubado nos correios e até o presente momento eu não recebi a reposição.,Pedido Errado,cor
"boa tarde produto enviado errado, terei que me deslocar aos correios pois moro em um condomínio tive receber, e ainda irei esperar chegar para so depois eu receber o produto correto, paguei via boleto",Pedido Errado,produto errado
Isso é uma falta de respeito com o consumidor,Outros,análise inconclusiva
"A compra não foi entregue na minha residência,tive que ir nos correios buscar, vocês poderiam informar se entregam ou não né..Estou com uma outra compra que até agora não chegou,já até passou da data.",Pedido Errado,cor
Veio faltando item e estou aguardando uma posição,Pedido Errado,faltando
"Comprei Cinta Térmica Ajustável Modeladora Abdominal Shape Now HB,porém chegou Cinta Modeladora Abdominal Emagrecedora.",Logística,chegada
"Péssimo atendimento. O produto não chegou. Já liguei diversas vezes e não me posicionam. Após escrever uma reclamação, me responderam dizendo que iriam apurar, mas mais de 20 dias se passaram e nad",Qualidade,qualidade
Produto danificado e não aceita devolução ja estou abrindo reclamação no reclame aqui e se não obtiver resultado abrirei para lannister também .,Atendimento,devolução
